query_id,regime,correlation,method,budget,recall_at_k,secure_topk_exact,latency_ms,candidates,raw_candidates,distance_evals,policy_checks,policy_violations,deleted_violations,tenant_violations,certified
3,cold,positive,PACER-A,600,1.0,1,0.1241390000359388,1,1,1,1,0,0,0,1
4,broad,positive,PostFilter-IVF,600,1.0,1,0.5607399998552864,251,600,600,600,0,0,0,0
4,broad,positive,AdaptivePostFilter-IVF,600,1.0,1,0.6358450000334415,254,600,600,600,0,0,0,0
4,broad,positive,PACER-A,600,1.0,1,1.441782000256353,533,600,600,600,0,0,0,0
5,medium,positive,PostFilter-IVF,600,1.0,1,0.5583980000665179,40,600,600,600,0,0,0,0
5,medium,positive,AdaptivePostFilter-IVF,600,1.0,1,0.5148559998815472,50,600,600,600,0,0,0,0
5,medium,positive,PACER-A,600,1.0,1,2.1804979996886686,173,187,187,187,0,0,0,1
6,narrow,positive,PostFilter-IVF,600,1.0,1,0.5514399999810848,3,600,600,600,0,0,0,0
6,narrow,positive,AdaptivePostFilter-IVF,600,1.0,1,0.5566400000134308,3,600,600,600,0,0,0,0
6,narrow,positive,PACER-A,600,1.0,1,0.15841300000829506,3,4,4,4,0,0,0,1
7,cold,positive,PostFilter-IVF,600,0.5,0,0.4884300001322117,1,600,600,600,0,0,0,0
7,cold,positive,AdaptivePostFilter-IVF,600,0.5,0,0.5577150000135589,1,600,600,600,0,0,0,0
7,cold,positive,PACER-A,600,1.0,1,0.25064200008273474,2,3,3,3,0,0,0,1
8,broad,positive,PostFilter-IVF,600,0.8,0,0.5474620002132724,242,600,600,600,0,0,0,0
8,broad,positive,AdaptivePostFilter-IVF,600,0.7,0,0.5894880000596459,249,600,600,600,0,0,0,0
8,broad,positive,PACER-A,600,0.8,0,1.570356000229367,533,600,600,600,0,0,0,0
9,medium,positive,PostFilter-IVF,600,0.4,0,0.5370720000428264,16,600,600,600,0,0,0,0
9,medium,positive,AdaptivePostFilter-IVF,600,0.4,0,0.5761610000263317,19,600,600,600,0,0,0,0
9,medium,positive,PACER-A,600,1.0,1,2.226185999916197,125,141,141,141,0,0,0,1
10,narrow,positive,PostFilter-IVF,600,0.6,0,0.5106039998281631,3,600,600,600,0,0,0,0
10,narrow,positive,AdaptivePostFilter-IVF,600,0.6,0,0.5378790001486777,3,600,600,600,0,0,0,0
10,narrow,positive,PACER-A,600,1.0,1,0.25642500031608506,5,5,5,5,0,0,0,1
11,cold,positive,PostFilter-IVF,600,0.5,0,0.5058490000919846,1,600,600,600,0,0,0,0
11,cold,positive,AdaptivePostFilter-IVF,600,0.5,0,0.6205160002537013,1,600,600,600,0,0,0,0
11,cold,positive,PACER-A,600,1.0,1,0.22675499985780334,2,3,3,3,0,0,0,1
12,broad,positive,PostFilter-IVF,600,0.7,0,0.5702490002477134,270,600,600,600,0,0,0,0
12,broad,positive,AdaptivePostFilter-IVF,600,0.6,0,0.5843330000061542,241,600,600,600,0,0,0,0
12,broad,positive,PACER-A,600,0.8,0,1.6037989998949342,533,600,600,600,0,0,0,0
13,medium,positive,PostFilter-IVF,600,0.6,0,0.5556989999604411,20,600,600,600,0,0,0,0
13,medium,positive,AdaptivePostFilter-IVF,600,0.5,0,0.5064190004304692,17,600,600,600,0,0,0,0
13,medium,positive,PACER-A,600,1.0,1,1.97220300015033,123,130,130,130,0,0,0,1
14,narrow,positive,PostFilter-IVF,600,1.0,1,0.5273950000628247,3,600,600,600,0,0,0,0
14,narrow,positive,AdaptivePostFilter-IVF,600,1.0,1,0.5310129999998026,3,600,600,600,0,0,0,0
14,narrow,positive,PACER-A,600,1.0,1,0.15536799992332817,3,3,3,3,0,0,0,1
15,cold,positive,PostFilter-IVF,600,1.0,1,0.4827860002478701,3,600,600,600,0,0,0,0
15,cold,positive,AdaptivePostFilter-IVF,600,1.0,1,0.5362499996408587,3,600,600,600,0,0,0,0
15,cold,positive,PACER-A,600,1.0,1,0.12411800025802222,3,3,3,3,0,0,0,1
16,broad,positive,PostFilter-IVF,600,0.8,0,0.5192690000512812,258,600,600,600,0,0,0,0
16,broad,positive,AdaptivePostFilter-IVF,600,0.8,0,0.6698170000163373,302,600,600,600,0,0,0,0
